tau delay,labjack reading
0.0001,0.024176470935344696
0.0001292929292929293,0.03032936155796051
0.0001585858585858586,0.026464084163308144
0.00018787878787878787,0.02370317280292511
0.0002171717171717172,0.027568450197577477
0.00024646464646464647,0.026858501136302948
0.00027575757575757574,0.03624560311436653
0.00030505050505050507,0.02938276343047619
0.00033434343434343434,0.02543860301375389
0.0003636363636363636,0.024097587913274765
0.00039292929292929294,0.028278399258852005
0.0004222222222222222,0.042240727692842484
0.0004515151515151515,0.031591493636369705
0.0004808080808080808,0.026385201141238213
0.0005101010101010101,0.025123070925474167
0.0005393939393939395,0.033326923847198486
0.0005686868686868687,0.039874229580163956
0.000597979797979798,0.0311970766633749
0.0006272727272727273,0.02946164645254612
0.0006565656565656567,0.029856063425540924
0.000685858585858586,0.025123070925474167
0.0007151515151515152,0.03301139175891876
0.0007444444444444445,0.029777180403470993
0.0007737373737373738,0.033326923847198486
0.000803030303030303,0.02543860301375389
0.0008323232323232324,0.03103931061923504
0.0008616161616161617,0.0384543314576149
0.000890909090909091,0.02370317280292511
0.0009202020202020202,0.034194640815258026
0.0009494949494949495,0.028909465298056602
0.000978787878787879,0.03364245593547821
0.0010080808080808082,0.025044187903404236
0.0010373737373737374,0.026700735092163086
0.0010666666666666667,0.027568450197577477
0.001095959595959596,0.028041748329997063
0.0011252525252525253,0.03269585967063904
0.0011545454545454545,0.04287179186940193
0.0011838383838383838,0.032538093626499176
0.0012131313131313133,0.028041748329997063
0.0012424242424242426,0.026385201141238213
0.0012717171717171718,0.043897274881601334
0.0013010101010101011,0.029224997386336327
0.0013303030303030304,0.027647333219647408
0.0013595959595959597,0.02938276343047619
0.001388888888888889,0.03932204842567444
0.0014181818181818182,0.028120631352066994
0.0014474747474747475,0.028909465298056602
0.0014767676767676768,0.03103931061923504
0.001506060606060606,0.03774438425898552
0.0015353535353535355,0.027568450197577477
0.0015646464646464648,0.026700735092163086
0.001593939393939394,0.028830580413341522
0.0016232323232323233,0.039795346558094025
0.0016525252525252526,0.030566012486815453
0.001681818181818182,0.026464084163308144
0.0017111111111111112,0.03103931061923504
0.0017404040404040404,0.03111819364130497
0.0017696969696969697,0.029067231342196465
0.001798989898989899,0.026542967185378075
0.0018282828282828285,0.03624560311436653
0.0018575757575757577,0.0361667200922966
0.001886868686868687,0.028278399258852005
0.0019161616161616163,0.03025047853589058
0.0019454545454545456,0.03135484457015991
0.0019747474747474746,0.02938276343047619
0.002004040404040404,0.04160965979099274
0.002033333333333333,0.033326923847198486
0.0020626262626262624,0.030644895508885384
0.0020919191919191917,0.032380323857069016
0.002121212121212121,0.028988348320126534
0.0021505050505050503,0.024334238842129707
0.0021797979797979795,0.028120631352066994
0.002209090909090909,0.03206479176878929
0.002238383838383838,0.038059916347265244
0.0022676767676767674,0.028041748329997063
0.002296969696969697,0.030723778530955315
0.0023262626262626263,0.028515048325061798
0.0023555555555555556,0.032459210604429245
0.002384848484848485,0.0328536257147789
0.002414141414141414,0.030644895508885384
0.0024434343434343434,0.035772304981946945
0.0024727272727272727,0.03364245593547821
0.002502020202020202,0.025911903008818626
0.0025313131313131313,0.030171595513820648
0.0025606060606060605,0.029303880408406258
0.00258989898989899,0.03040824458003044
0.002619191919191919,0.04184631258249283
0.0026484848484848483,0.031512610614299774
0.0026777777777777776,0.030802661553025246
0.002707070707070707,0.02859393134713173
0.002736363636363636,0.029303880408406258
0.0027656565656565654,0.03940093144774437
0.0027949494949494947,0.030723778530955315
0.002824242424242424,0.026621852070093155
0.0028535353535353533,0.026779618114233017
0.0028828282828282825,0.029067231342196465
0.002912121212121212,0.025911903008818626
0.0029414141414141415,0.04034753143787384
0.002970707070707071,0.032380323857069016
0.003,0.027568450197577477
